Dataset,ID,Python,Reference Java,Pre-trained Pred,Fine-tuned Pred,Pre-trained BLEU,Fine-tuned BLEU,Pre-trained Logic,Fine-tuned Logic
BigCodeNet,23,"# -*- coding:utf-8 -*-
import sys
import math

array =[]
for line in sys.stdin:
    array.append(line)
    
for i in range(len(array)):
    num = array[i].split(' ')
    a = int(num[0])
    b = int(num[1])
    n = a + b
    print(int(math.log10(n) + 1))","import static java.lang.Integer.parseInt;
import java.io.*;

class Main{
    public static void main(String[] a) throws IOException{

        BufferedReader input = new BufferedReader(new InputStreamReader(System.in));
        String s;

        while((s = input.readLine())!=null){
            String[] num = s.split("" "",0);
            int x = parseInt(num[0]);
            int y = parseInt(num[1]);
            if(0 <= x && x <=1000000 && 0 <= y && y <= 1000000){
                int z = x + y;
                System.out.println(Integer.toString(z).length());
            }
        }
    }
}",print(int(math.log10(n))))print(int(math.log10(n))print(int(math.log10(n))))print(int(math.log10(n))print(int(math.log10(n))))print(int(math.log10(n))print(int(math.log10(n))))print(int(math.log10(,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int[] a = new int[n];
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
			b[i] = sc.nextInt();
		}
		for (int i = 0; i < n; i++) {
		",0.0,0.1436,0.0,0.67
BigCodeNet,24,"# -*- coding:utf-8 -*-
import sys
import math

array =[]
for line in sys.stdin:
    array.append(line)
    
for i in range(len(array)):
    num = array[i].split(' ')
    a = int(num[0])
    b = int(num[1])
    n = a + b
    print(int(math.log10(n) + 1))","
import java.util.Scanner;

public class Main {
	public static void main(String[] args){
		Scanner stdIn = new Scanner(System.in);
		
		while(stdIn.hasNext()){
			int a = stdIn.nextInt();
			int b = stdIn.nextInt();
			int c = a + b;
			int count = 1;
		
			while(c/10!=0){
				count++;
				c = c/10;
			}
		
			System.out.println(count);
		}
	}
}",print(int(math.log10(n))))print(int(math.log10(n))print(int(math.log10(n))))print(int(math.log10(n))print(int(math.log10(n))))print(int(math.log10(n))print(int(math.log10(n))))print(int(math.log10(,"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int[] a = new int[n];
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
			b[i] = sc.nextInt();
		}
		for (int i = 0; i < n; i++) {
		",0.0,0.4219,0.0,0.67
BigCodeNet,25,"from sys import stdin
for line in stdin:
    print(len(str(sum(map(int, line.split())))))

","import java.io.PrintWriter;
import java.util.*;

public class Main {

    private static Scanner in = new Scanner(System.in);
    private static PrintWriter out = new PrintWriter(System.out);

    public static void main(String[] args) {
        solve();
        out.flush();
    }

    private static void solve() {
        while (in.hasNextInt()) {
            int a = in.nextInt();
            int b = in.nextInt();

            out.println(Integer.toString(a+b).length());
        }
    }

}

",print(len(line)),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int sum = 0;
		for (int i = 0; i < sum; i++) {
			sum += sc.nextInt();
			}
		System.out.println(sum);
	}
}",0.0,0.2692,0.0,1.0
BigCodeNet,26,"from sys import stdin
for line in stdin:
    print(len(str(sum(map(int, line.split())))))

","import static java.lang.Integer.parseInt;
import java.io.*;

class Main{
    public static void main(String[] a) throws IOException{

        BufferedReader input = new BufferedReader(new InputStreamReader(System.in));
        String s;

        while((s = input.readLine())!=null){
            String[] num = s.split("" "",0);
            int x = parseInt(num[0]);
            int y = parseInt(num[1]);
            if(0 <= x && x <=1000000 && 0 <= y && y <= 1000000){
                int z = x + y;
                System.out.println(Integer.toString(z).length());
            }
        }
    }
}",print(len(line)),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int sum = 0;
		for (int i = 0; i < sum; i++) {
			sum += sc.nextInt();
			}
		System.out.println(sum);
	}
}",0.0,0.1172,0.0,1.0
BigCodeNet,27,"from sys import stdin
for line in stdin:
    print(len(str(sum(map(int, line.split())))))

","
import java.util.Scanner;

public class Main {
	public static void main(String[] args){
		Scanner stdIn = new Scanner(System.in);
		
		while(stdIn.hasNext()){
			int a = stdIn.nextInt();
			int b = stdIn.nextInt();
			int c = a + b;
			int count = 1;
		
			while(c/10!=0){
				count++;
				c = c/10;
			}
		
			System.out.println(count);
		}
	}
}",print(len(line)),"import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int sum = 0;
		for (int i = 0; i < sum; i++) {
			sum += sc.nextInt();
			}
		System.out.println(sum);
	}
}",0.0,0.4107,0.0,1.0
BigCodeNet,28,"N = int(input())
for i in range(N):
    triangle = sorted([int(n) for n in input().split()])
    if triangle[0]**2 + triangle[1]**2 == triangle[2]**2:
        print('YES')
    else:
        print('NO')

","import java.util.Scanner;
public class Main{

	public static void main(String[] args) {
		// TODO ?????????????????????????????????????????????
		Scanner kb=new Scanner(System.in);
int size=kb.nextInt();
int a[][]=new int[size][3];
int x,y,z;
for(int i=0;i<size;i++){
	a[i][0]=kb.nextInt();
	a[i][1]=kb.nextInt();
	a[i][2]=kb.nextInt();
}
for(int i=0;i<size;i++){
x=a[i][0];
y=a[i][1];
z=a[i][2];
if(x*x+y*y==z*z||y*y+z*z==x*x||z*z+x*x==y*y){
	System.out.println(""YES"");
}else{
	System.out.println(""NO"");
}
}
	}

}","print('YES')

   ","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int[] a = new int[n];
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
		}
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
",0.0,0.1358,0.0,0.5
BigCodeNet,29,"N = int(input())
for i in range(N):
    triangle = sorted([int(n) for n in input().split()])
    if triangle[0]**2 + triangle[1]**2 == triangle[2]**2:
        print('YES')
    else:
        print('NO')

","
import java.io.*;
import java.util.*;

public class Main {

    public static void main(String[] argv) throws IOException {
        //*
        BufferedReader in = new BufferedReader(new InputStreamReader(System.in));
        int lines = Integer.parseInt(in.readLine());
        for (int i = 0; i < lines; i++) {
            String s = in.readLine();
            if (s == null) {
                break;
            }
            f(s);
        }
        /*/
        f(""4 3 5"");
        f(""4 3 6"");
        f(""8 8 8"");
        //*/
    }

    public static void f(String s) {
        String[] sp = s.split("" "");
        int[] a = {Integer.parseInt(sp[0]),
                   Integer.parseInt(sp[1]),
                   Integer.parseInt(sp[2])};
        Arrays.sort(a);
        System.out.println(Math.pow(a[2], 2) == Math.pow(a[0], 2) + Math.pow(a[1], 2) ? ""YES"" : ""NO"");
    }
}","print('YES')

   ","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int[] a = new int[n];
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
		}
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
",0.0,0.1057,0.0,0.5
BigCodeNet,30,"N = int(input())
for i in range(N):
    triangle = sorted([int(n) for n in input().split()])
    if triangle[0]**2 + triangle[1]**2 == triangle[2]**2:
        print('YES')
    else:
        print('NO')

","
import java.util.Arrays;
import java.util.Scanner;

class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int n = scanner.nextInt();
        for(int i=0; i<n; i++) {
            int[] it = new int[3];
            it[0] = scanner.nextInt();
            it[1] = scanner.nextInt();
            it[2] = scanner.nextInt();
            Arrays.sort(it);
            if(it[0]*it[0] + it[1]*it[1] == it[2]*it[2]) {
                System.out.println(""YES"");
            }else {
                System.out.println(""NO"");
            }
        }
    }
}","print('YES')

   ","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int[] a = new int[n];
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
		}
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
",0.0,0.3097,0.0,0.5
BigCodeNet,31,"count=int(raw_input())
ans =[]
for i in range(0,count):
    a,b,c=map(int,raw_input().split())
    if pow(a,2)+pow(b,2)==pow(c,2):
        ans.append(""YES"")
    elif pow(a,2)+pow(c,2)==pow(b,2):
        ans.append(""YES"")
    elif pow(b,2)+pow(c,2)==pow(a,2):
        ans.append(""YES"")
    else:
        ans.append(""NO"")

for i in range(0,count):
    print ans[i]
","import java.util.Scanner;
public class Main{

	public static void main(String[] args) {
		// TODO ?????????????????????????????????????????????
		Scanner kb=new Scanner(System.in);
int size=kb.nextInt();
int a[][]=new int[size][3];
int x,y,z;
for(int i=0;i<size;i++){
	a[i][0]=kb.nextInt();
	a[i][1]=kb.nextInt();
	a[i][2]=kb.nextInt();
}
for(int i=0;i<size;i++){
x=a[i][0];
y=a[i][1];
z=a[i][2];
if(x*x+y*y==z*z||y*y+z*z==x*x||z*z+x*x==y*y){
	System.out.println(""YES"");
}else{
	System.out.println(""NO"");
}
}
	}

}","print ans[i]
print ans[i]
print ans[i]
print ans[i]
","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int[] a = new int[n];
		int[] b = new int[n];
		int c = sc.nextInt();
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
			b[i] = sc.nextInt();",0.0,0.1247,0.0,0.5
BigCodeNet,32,"count=int(raw_input())
ans =[]
for i in range(0,count):
    a,b,c=map(int,raw_input().split())
    if pow(a,2)+pow(b,2)==pow(c,2):
        ans.append(""YES"")
    elif pow(a,2)+pow(c,2)==pow(b,2):
        ans.append(""YES"")
    elif pow(b,2)+pow(c,2)==pow(a,2):
        ans.append(""YES"")
    else:
        ans.append(""NO"")

for i in range(0,count):
    print ans[i]
","
import java.io.*;
import java.util.*;

public class Main {

    public static void main(String[] argv) throws IOException {
        //*
        BufferedReader in = new BufferedReader(new InputStreamReader(System.in));
        int lines = Integer.parseInt(in.readLine());
        for (int i = 0; i < lines; i++) {
            String s = in.readLine();
            if (s == null) {
                break;
            }
            f(s);
        }
        /*/
        f(""4 3 5"");
        f(""4 3 6"");
        f(""8 8 8"");
        //*/
    }

    public static void f(String s) {
        String[] sp = s.split("" "");
        int[] a = {Integer.parseInt(sp[0]),
                   Integer.parseInt(sp[1]),
                   Integer.parseInt(sp[2])};
        Arrays.sort(a);
        System.out.println(Math.pow(a[2], 2) == Math.pow(a[0], 2) + Math.pow(a[1], 2) ? ""YES"" : ""NO"");
    }
}","print ans[i]
print ans[i]
print ans[i]
print ans[i]
","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int[] a = new int[n];
		int[] b = new int[n];
		int c = sc.nextInt();
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
			b[i] = sc.nextInt();",0.0,0.1105,0.0,0.5
BigCodeNet,33,"count=int(raw_input())
ans =[]
for i in range(0,count):
    a,b,c=map(int,raw_input().split())
    if pow(a,2)+pow(b,2)==pow(c,2):
        ans.append(""YES"")
    elif pow(a,2)+pow(c,2)==pow(b,2):
        ans.append(""YES"")
    elif pow(b,2)+pow(c,2)==pow(a,2):
        ans.append(""YES"")
    else:
        ans.append(""NO"")

for i in range(0,count):
    print ans[i]
","
import java.util.Arrays;
import java.util.Scanner;

class Main {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        int n = scanner.nextInt();
        for(int i=0; i<n; i++) {
            int[] it = new int[3];
            it[0] = scanner.nextInt();
            it[1] = scanner.nextInt();
            it[2] = scanner.nextInt();
            Arrays.sort(it);
            if(it[0]*it[0] + it[1]*it[1] == it[2]*it[2]) {
                System.out.println(""YES"");
            }else {
                System.out.println(""NO"");
            }
        }
    }
}","print ans[i]
print ans[i]
print ans[i]
print ans[i]
","import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int[] a = new int[n];
		int[] b = new int[n];
		int c = sc.nextInt();
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
			b[i] = sc.nextInt();",0.0,0.3309,0.0,0.5
BigCodeNet,34,"#! /usr/bin/env python3.4
import sys

N = int(sys.stdin.readline())
ans = []
for i in range(N):
    tri = sys.stdin.readline()[:-1].split(' ', 3)
    newlist = []
    for n in tri:
        newlist.append(int(n))
    newlist.sort()
    if newlist[0]*newlist[0] + newlist[1]*newlist[1] == newlist[2]*newlist[2]:
        ans.append(""YES"")
    else:
        ans.append(""NO"")
for a in ans:
    print(a)
    ","import java.util.Scanner;
public class Main{

	public static void main(String[] args) {
		// TODO ?????????????????????????????????????????????
		Scanner kb=new Scanner(System.in);
int size=kb.nextInt();
int a[][]=new int[size][3];
int x,y,z;
for(int i=0;i<size;i++){
	a[i][0]=kb.nextInt();
	a[i][1]=kb.nextInt();
	a[i][2]=kb.nextInt();
}
for(int i=0;i<size;i++){
x=a[i][0];
y=a[i][1];
z=a[i][2];
if(x*x+y*y==z*z||y*y+z*z==x*x||z*z+x*x==y*y){
	System.out.println(""YES"");
}else{
	System.out.println(""NO"");
}
}
	}

}",newlist[0]*newlist[1] + newlist[2]*newlist[2]print(newlist[0]*newlist[1] + newlist[2]*newlist[2]print(newlist[0]*newlist[1] + newlist[2]*newlist[2]print(newlist[0]*newlist[1] + newlist[2]*newlist[2]print(new,"import java.util.Arrays;
import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int[] a = new int[n];
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
		}
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
",0.0001,0.1512,0.0,0.5
BigCodeNet,35,"#! /usr/bin/env python3.4
import sys

N = int(sys.stdin.readline())
ans = []
for i in range(N):
    tri = sys.stdin.readline()[:-1].split(' ', 3)
    newlist = []
    for n in tri:
        newlist.append(int(n))
    newlist.sort()
    if newlist[0]*newlist[0] + newlist[1]*newlist[1] == newlist[2]*newlist[2]:
        ans.append(""YES"")
    else:
        ans.append(""NO"")
for a in ans:
    print(a)
    ","
import java.io.*;
import java.util.*;

public class Main {

    public static void main(String[] argv) throws IOException {
        //*
        BufferedReader in = new BufferedReader(new InputStreamReader(System.in));
        int lines = Integer.parseInt(in.readLine());
        for (int i = 0; i < lines; i++) {
            String s = in.readLine();
            if (s == null) {
                break;
            }
            f(s);
        }
        /*/
        f(""4 3 5"");
        f(""4 3 6"");
        f(""8 8 8"");
        //*/
    }

    public static void f(String s) {
        String[] sp = s.split("" "");
        int[] a = {Integer.parseInt(sp[0]),
                   Integer.parseInt(sp[1]),
                   Integer.parseInt(sp[2])};
        Arrays.sort(a);
        System.out.println(Math.pow(a[2], 2) == Math.pow(a[0], 2) + Math.pow(a[1], 2) ? ""YES"" : ""NO"");
    }
}",newlist[0]*newlist[1] + newlist[2]*newlist[2]print(newlist[0]*newlist[1] + newlist[2]*newlist[2]print(newlist[0]*newlist[1] + newlist[2]*newlist[2]print(newlist[0]*newlist[1] + newlist[2]*newlist[2]print(new,"import java.util.Arrays;
import java.util.Scanner;

public class Main {
	public static void main(String[] args) {
		Scanner sc = new Scanner(System.in);
		int n = sc.nextInt();
		int[] a = new int[n];
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
		}
		for (int i = 0; i < n; i++) {
			a[i] = sc.nextInt();
",0.0001,0.1211,0.0,0.5
